sample_id	machine	archive_category	parameter_cell	validation_stratum	strict_snr	source	file	line	mH	mA	mHc	m12sq	sba	tb
1	office	thdmtool_only	m1_s0	numeric_boundary	0.0	random_20260831_095826.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_office/classified/thdmtool_only_1.csv	677	9.775760000000000e+01	2.406290000000000e+02	2.456870000000000e+02	6.496160000000000e+02	2.246640000000000e-02	8.844900000000001e+00
2	office	thdmtool_only	m1_s0	numeric_boundary	0.0	random_20260831_095833.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_office/classified/thdmtool_only_1.csv	17159	7.523449638214895e+01	4.523407817207581e+02	4.458881100380839e+02	6.090972778087488e+02	2.229768520382660e-02	6.092892350730450e+00
3	office	thdmtool_only	m1_s0	numeric_boundary	0.0	random_20260901_123251.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_office/classified/thdmtool_only_2.csv	12721	1.245600496548170e+02	5.151956641646765e+02	5.159068339900819e+02	1.461175768492147e+03	5.268125337097418e-03	9.869363051090341e+00
4	qiushi	thdmtool_only	m1_s0	numeric_boundary	0.0	random_20260817_182439.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_qiushi/classified/thdmtool_only_1.csv	211	1.203870000000000e+02	3.098350000000000e+02	3.148660000000000e+02	9.596150000000000e+02	3.895600000000000e-02	1.083600000000000e+01
5	qiushi	thdmtool_only	m1_s0	numeric_boundary	0.0	random_20260817_182439.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_qiushi/classified/thdmtool_only.csv	14404	7.921970000000000e+01	4.016050000000000e+02	4.018070000000000e+02	3.871950000000000e+02	2.996680000000000e-03	8.731629999999999e+00
6	qiushi	both	m1_s0	numeric_boundary	3.279561833324538e-16	typeI_mH62-125/random_20260818_171842.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_qiushi/classified/both.csv	9278	9.637490000000000e+01	2.875520000000000e+02	2.748370000000000e+02	6.499410000000000e+02	3.669130000000000e-02	1.079310000000000e+01
7	yuanyuan	thdmtool_only	m1_s0	numeric_boundary	0.0	random_20260815_194935.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_yuanyuan/classified/thdmtool_only.csv	5567	6.695310000000001e+01	3.693660000000000e+02	3.599900000000000e+02	3.704920000000000e+02	4.962860000000000e-02	8.731690000000000e+00
8	yuanyuan	thdmtool_only	m1_s0	numeric_boundary	0.0	random_20260815_194935.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_yuanyuan/classified/thdmtool_only.csv	7684	8.627660000000000e+01	3.030740000000000e+02	2.894850000000000e+02	1.199210000000000e+03	2.039640000000000e-02	6.319180000000000e+00
9	yuanyuan	thdmtool_only	m1_s0	numeric_boundary	0.0	random_20260815_194935.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_yuanyuan/classified/thdmtool_only.csv	7930	7.106630000000000e+01	3.674300000000000e+02	3.704670000000000e+02	4.056670000000000e+02	2.354020000000000e-02	1.121510000000000e+01
10	office	thdmtool_only	m1_s1	numeric_boundary	0.0	random_20260901_123243.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_office/classified/thdmtool_only_3.csv	7928	9.622000000000000e+01	2.417420000000000e+02	2.421240000000000e+02	5.672680000000000e+02	1.316340000000000e-01	6.349650000000000e+00
11	office	thdmtool_only	m1_s1	numeric_boundary	0.0	random_20260901_123243.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_office/classified/thdmtool_only_3.csv	8367	1.053650000000000e+02	4.198630000000000e+02	4.183740000000000e+02	7.078770000000000e+02	8.552129999999999e-02	1.197510000000000e+01
12	office	thdmtool_only	m1_s1	numeric_boundary	0.0	random_20260901_123251.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_office/classified/thdmtool_only_2.csv	15868	1.036333280339753e+02	2.300021990502584e+02	2.466929280954760e+02	5.691576922795962e+02	1.659363806886218e-01	8.378780849266009e+00
13	qiushi	thdmtool_only	m1_s1	numeric_boundary	0.0	random_20260815_194920.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_qiushi/classified/thdmtool_only.csv	697	7.048930000000000e+01	3.058630000000000e+02	2.986260000000000e+02	6.004390000000000e+02	1.438370000000000e-01	6.905140000000000e+00
14	qiushi	thdmtool_only	m1_s1	numeric_boundary	0.0	random_20260821_011644.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_qiushi/classified/thdmtool_only_1.csv	7708	7.654460000000000e+01	4.688500000000000e+02	4.611370000000000e+02	3.506560000000000e+02	6.131440000000000e-02	6.533670000000000e+00
15	qiushi	thdmtool_only	m1_s1	numeric_boundary	0.0	random_20260901_134416.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_qiushi/classified/thdmtool_only_2.csv	2413	1.042640000000000e+02	3.705680000000000e+02	3.712380000000000e+02	7.697820000000000e+02	1.861620000000000e-01	7.564030000000000e+00
16	yuanyuan	thdmtool_only	m1_s1	numeric_boundary	0.0	random_20260813_154904.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_yuanyuan/classified/thdmtool_only.csv	526	1.104130000000000e+02	3.088500000000000e+02	3.054950000000000e+02	7.676020000000000e+02	1.283900000000000e-01	1.294080000000000e+01
17	yuanyuan	thdmtool_only	m1_s1	numeric_boundary	0.0	random_20260816_190714.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_yuanyuan/classified/thdmtool_only.csv	13696	8.668989999999999e+01	4.005180000000000e+02	3.978800000000000e+02	5.571580000000000e+02	9.982790000000000e-02	1.214280000000000e+01
18	yuanyuan	thdmtool_only	m1_s1	numeric_boundary	0.0	random_20260831_090924.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_yuanyuan/classified/thdmtool_only_2.csv	13635	1.003400000000000e+02	2.864460000000000e+02	2.825650000000000e+02	9.162340000000000e+01	1.944590000000000e-01	5.300620000000000e+00
19	qiushi	thdmtool_only	m1_s2	numeric_boundary	0.0	random_20260820_084408.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_qiushi/classified/thdmtool_only_1.csv	6003	8.185610000000000e+01	3.335880000000000e+02	3.341260000000000e+02	8.262070000000000e+02	2.160020000000000e-01	6.543730000000000e+00
20	qiushi	thdmtool_only	m1_s2	numeric_boundary	0.0	random_20260820_084408.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_qiushi/classified/thdmtool_only_1.csv	6119	8.255820000000000e+01	3.104850000000000e+02	3.193570000000000e+02	1.045770000000000e+03	2.230110000000000e-01	5.247640000000000e+00
21	qiushi	thdmtool_only	m1_s2	numeric_boundary	0.0	random_20260820_084408.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_qiushi/classified/thdmtool_only_1.csv	7339	7.615340000000000e+01	2.970700000000000e+02	2.876600000000000e+02	3.413910000000000e+02	2.116630000000000e-01	5.273260000000000e+00
22	office	thdmtool_only	m2_s3	numeric_boundary	0.0	async_mcmc_20260903_212216.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_office/classified/thdmtool_only_4.csv	9841	1.262255654745220e+02	4.453002810566269e+02	4.354427392790690e+02	1.202522426975031e+03	9.817616348752298e-01	7.893632160738592e+00
23	office	thdmtool_only	m2_s3	numeric_boundary	0.0	random_20260822_004933.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_office/classified/thdmtool_only.csv	46170	1.257077486259027e+02	4.523950437045142e+02	4.588856067204054e+02	1.165377662282611e+03	9.899825816896600e-01	5.786749966620033e+00
24	office	thdmtool_only	m2_s3	numeric_boundary	0.0	random_20260822_061721.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_office/classified/thdmtool_only.csv	47161	1.265105527184557e+02	4.670472210352377e+02	4.621038714107134e+02	1.018549008960544e+03	9.573532179412689e-01	1.348301287006265e+01
25	qiushi	thdmtool_only	m2_s3	numeric_boundary	0.0	random_20260815_194920.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_qiushi/classified/thdmtool_only.csv	2993	1.278300000000000e+02	4.458610000000000e+02	4.493290000000000e+02	1.054500000000000e+03	9.754389999999999e-01	1.450530000000000e+01
26	qiushi	thdmtool_only	m2_s3	numeric_boundary	0.0	random_20260824_004325.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_qiushi/classified/thdmtool_only_1.csv	11435	1.251830000000000e+02	5.433780000000000e+02	5.363180000000000e+02	2.046720000000000e+03	9.615680000000000e-01	7.339530000000000e+00
27	qiushi	thdmtool_only	m2_s3	numeric_boundary	0.0	random_20260825_210947.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_qiushi/classified/thdmtool_only_1.csv	12827	1.254790000000000e+02	2.534680000000000e+02	2.408560000000000e+02	1.187440000000000e+03	9.735260000000000e-01	9.954560000000001e+00
28	yuanyuan	thdmtool_only	m2_s3	numeric_boundary	0.0	async_mcmc_20260903_141342.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_yuanyuan/classified/thdmtool_only_3.csv	5380	1.270880638624336e+02	4.400135680537972e+02	4.298748826314507e+02	1.364099149168216e+03	9.771421357221441e-01	9.270820998662726e+00
29	yuanyuan	thdmtool_only	m2_s3	numeric_boundary	0.0	random_20260822_062803.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_yuanyuan/classified/thdmtool_only_2.csv	3904	1.266960000000000e+02	5.769140000000000e+02	5.792350000000000e+02	2.283320000000000e+03	9.866800000000000e-01	6.581330000000000e+00
30	yuanyuan	thdmtool_only	m2_s3	numeric_boundary	0.0	random_20260824_002709.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_yuanyuan/classified/thdmtool_only_3.csv	6727	1.255570000000000e+02	3.150580000000000e+02	3.018900000000000e+02	1.143800000000000e+03	9.757140000000000e-01	9.913069999999999e+00
31	office	thdmtool_only	m2_s4	numeric_boundary	0.0	async_mcmc_20260903_115445.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_office/classified/thdmtool_only_4.csv	784	1.404998058989902e+02	4.437869785339011e+02	4.343922051266384e+02	1.782910382161213e+03	9.988196128351025e-01	1.051700490652313e+01
32	office	thdmtool_only	m2_s4	numeric_boundary	0.0	async_mcmc_20260903_115445.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_office/classified/thdmtool_only_4.csv	4780	1.534041717923998e+02	4.370342713759793e+02	4.269316527631221e+02	2.448686786685661e+03	9.961214740837390e-01	9.020179760531374e+00
33	office	both	m2_s4	numeric_boundary	1.310212553885078e-06	typeI_mH125-220/async_mcmc_20260903_212216.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_office/classified/both_13.csv	7178	1.293847345892809e+02	4.149152218895237e+02	4.171185229249579e+02	1.331715776979719e+03	9.965440445376358e-01	1.101037252115463e+01
34	qiushi	thdmtool_only	m2_s4	numeric_boundary	0.0	random_20260823_112743.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_qiushi/classified/thdmtool_only_1.csv	11159	2.127120000000000e+02	5.193280000000000e+02	2.137140000000000e+02	2.822650000000000e+03	9.929150000000000e-01	1.554770000000000e+01
35	qiushi	thdmtool_only	m2_s4	numeric_boundary	0.0	random_20260823_112743.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_qiushi/classified/thdmtool_only_1.csv	11191	2.037680000000000e+02	4.322150000000000e+02	4.329550000000000e+02	3.527340000000000e+03	9.986580000000000e-01	1.076250000000000e+01
36	qiushi	thdmtool_only	m2_s4	numeric_boundary	0.0	random_20260825_011947.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_qiushi/classified/thdmtool_only_1.csv	12247	1.592750000000000e+02	4.771480000000000e+02	4.709540000000000e+02	1.670790000000000e+03	9.943540000000000e-01	1.448060000000000e+01
37	yuanyuan	thdmtool_only	m2_s4	numeric_boundary	0.0	async_mcmc_20260903_141342.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_yuanyuan/classified/thdmtool_only_3.csv	5259	1.332630200913406e+02	4.780316879876247e+02	4.799358934935404e+02	1.216406285720124e+03	9.955345527871555e-01	1.251910970628441e+01
38	yuanyuan	thdmtool_only	m2_s4	numeric_boundary	0.0	async_mcmc_20260903_210907.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_yuanyuan/classified/thdmtool_only_3.csv	6318	1.321555417108982e+02	2.772718597902016e+02	2.842061160824780e+02	1.041298132295323e+03	9.986101653016825e-01	1.485859877706276e+01
39	yuanyuan	both	m2_s4	numeric_boundary	0.0002229846115862524	typeI_mH125-220/async_mcmc_20260903_011320.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_yuanyuan/classified/both_2.csv	8591	1.406828976020401e+02	4.535781186858828e+02	4.531857350344708e+02	1.933319069549536e+03	9.977670156652924e-01	8.426060895038997e+00
40	office	thdmtool_only	m2_s5	numeric_boundary	0.0	random_20260822_061721.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_office/classified/thdmtool_only.csv	47150	1.884667074732632e+02	2.273901305432282e+02	2.324889060227503e+02	3.667056852598970e+03	9.994891692799459e-01	7.485719320723346e+00
41	office	thdmtool_only	m2_s5	numeric_boundary	0.0	random_20260823_182414.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_office/classified/thdmtool_only.csv	47673	1.863509753556642e+02	2.110205744624215e+02	2.013157529715151e+02	4.023835601505930e+03	9.993447431838418e-01	4.940755791601794e+00
42	office	thdmtool_only	m2_s5	numeric_boundary	0.0	random_20260823_182414.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_office/classified/thdmtool_only.csv	48825	2.029231348406868e+02	5.263670511341206e+02	5.229589199034968e+02	3.456393757670677e+03	9.999206518694390e-01	1.140500421199238e+01
43	qiushi	thdmtool_only	m2_s5	numeric_boundary	0.0	random_20260824_004325.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_qiushi/classified/thdmtool_only_1.csv	11775	1.660290000000000e+02	4.617230000000000e+02	4.526180000000000e+02	4.764390000000000e+03	9.992810000000000e-01	5.535700000000000e+00
44	qiushi	thdmtool_only	m2_s5	numeric_boundary	0.0	random_20260825_011947.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_qiushi/classified/thdmtool_only_1.csv	12154	2.009860000000000e+02	4.874200000000000e+02	4.825080000000000e+02	4.270590000000000e+03	9.991240000000000e-01	4.156940000000000e+00
45	qiushi	thdmtool_only	m2_s5	numeric_boundary	0.0	random_20260825_011947.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_qiushi/classified/thdmtool_only_1.csv	12161	2.161580000000000e+02	3.587770000000000e+02	3.555720000000000e+02	5.119450000000000e+03	9.992910000000000e-01	7.601980000000000e+00
46	yuanyuan	thdmtool_only	m2_s5	numeric_boundary	0.0	async_mcmc_20260903_210907.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_yuanyuan/classified/thdmtool_only_3.csv	6309	1.325924971011704e+02	2.915486471867319e+02	2.892042123960152e+02	1.154331878874301e+03	9.994125826557351e-01	1.473221304046036e+01
47	yuanyuan	thdmtool_only	m2_s5	numeric_boundary	0.0	random_20260822_062803.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_yuanyuan/classified/thdmtool_only_2.csv	4045	1.884950000000000e+02	2.387110000000000e+02	2.494520000000000e+02	3.858980000000000e+03	9.991770000000000e-01	6.091480000000000e+00
48	yuanyuan	thdmtool_only	m2_s5	numeric_boundary	0.0	random_20260823_011757.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_yuanyuan/classified/thdmtool_only_2.csv	4394	1.899110000000000e+02	4.633830000000000e+02	4.688420000000000e+02	4.117180000000000e+03	9.996969999999999e-01	5.845060000000000e+00
49	office	thdmtool_only	m3_s3	numeric_boundary	0.0	random_20260830_123811.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_office/classified/thdmtool_only_3.csv	14130	2.624637596917062e+02	5.944882221914620e+02	2.586120172664680e+02	7.953432047645381e+03	9.873954733065984e-01	7.718356631793934e+00
50	office	thdmtool_only	m3_s3	numeric_boundary	0.0	random_20260830_123811.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_office/classified/thdmtool_only_3.csv	14838	2.771974070837475e+02	2.301587279096415e+02	2.384662621902135e+02	9.992656450605422e+03	9.876198066399033e-01	6.618218733469501e+00
51	office	thdmtool_only	m3_s3	numeric_boundary	0.0	random_20260902_020759.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_office/classified/thdmtool_only_3.csv	10261	2.985011528597732e+02	2.205666537999430e+02	2.934748342950422e+02	1.272116769395081e+04	9.880232418030119e-01	6.162388847537866e+00
52	qiushi	thdmtool_only	m3_s3	numeric_boundary	0.0	random_20260826_184030.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_qiushi/classified/thdmtool_only_1.csv	13364	2.933740000000000e+02	3.422470000000000e+02	2.463140000000000e+02	1.263700000000000e+04	9.881490000000001e-01	5.927800000000000e+00
53	qiushi	thdmtool_only	m3_s3	numeric_boundary	0.0	random_20260826_184030.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_qiushi/classified/thdmtool_only_1.csv	13452	3.047030000000000e+02	2.649380000000000e+02	2.374400000000000e+02	1.472610000000000e+04	9.836700000000000e-01	5.458240000000000e+00
54	qiushi	thdmtool_only	m3_s3	numeric_boundary	0.0	random_20260828_001210.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_qiushi/classified/thdmtool_only_1.csv	13922	3.149420000000000e+02	2.871000000000000e+02	2.909440000000000e+02	8.589410000000000e+03	9.899150000000000e-01	1.113300000000000e+01
55	yuanyuan	thdmtool_only	m3_s3	numeric_boundary	0.0	random_20260825_015240.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_yuanyuan/classified/thdmtool_only_2.csv	5776	3.413830000000000e+02	5.775640000000000e+02	3.199950000000000e+02	1.401850000000000e+04	9.880850000000000e-01	7.950910000000000e+00
56	yuanyuan	thdmtool_only	m3_s3	numeric_boundary	0.0	random_20260826_184019.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_yuanyuan/classified/thdmtool_only_2.csv	6701	2.734780000000000e+02	3.655740000000000e+02	2.440470000000000e+02	7.982950000000000e+03	9.891390000000000e-01	8.596450000000001e+00
57	yuanyuan	thdmtool_only	m3_s3	numeric_boundary	0.0	random_20260830_180625.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_yuanyuan/classified/thdmtool_only_2.csv	6566	2.923330000000000e+02	2.739440000000000e+02	2.260100000000000e+02	1.351810000000000e+04	9.862140000000000e-01	5.362810000000000e+00
58	office	thdmtool_only	m3_s4	numeric_boundary	0.0	random_20260830_123811.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_office/classified/thdmtool_only_3.csv	14612	3.828072474710810e+02	4.697971559101852e+02	3.884514883567659e+02	1.022304398179166e+04	9.960056627252484e-01	1.426710045259313e+01
59	office	thdmtool_only	m3_s4	numeric_boundary	0.0	random_20260830_123811.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_office/classified/thdmtool_only_3.csv	15911	2.748282069659189e+02	5.727154499865308e+02	5.731168726452986e+02	4.578445484561095e+03	9.950972232386753e-01	1.632785382939076e+01
60	office	thdmtool_only	m3_s4	numeric_boundary	0.0	random_20260902_020759.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_office/classified/thdmtool_only_3.csv	10513	3.503528206799445e+02	5.272458636828584e+02	3.547831815973114e+02	1.439706451565180e+04	9.986022652293713e-01	7.973871059729826e+00
61	qiushi	thdmtool_only	m3_s4	numeric_boundary	0.0	random_20260826_184030.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_qiushi/classified/thdmtool_only_1.csv	13475	3.055380000000000e+02	5.441750000000000e+02	5.476310000000000e+02	1.291710000000000e+04	9.948930000000000e-01	6.713070000000000e+00
62	qiushi	thdmtool_only	m3_s4	numeric_boundary	0.0	random_20260828_001210.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_qiushi/classified/thdmtool_only_1.csv	14257	3.073870000000000e+02	5.645880000000000e+02	2.999040000000000e+02	1.202590000000000e+04	9.956920000000000e-01	7.325750000000000e+00
63	qiushi	both	m3_s4	numeric_boundary	6.814347273635087e-18	typeI_mH220-500/random_20260902_194953.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_qiushi/classified/both_2.csv	3550	3.071430000000000e+02	4.710500000000000e+02	4.614560000000000e+02	1.385170000000000e+04	9.987800000000000e-01	6.077470000000000e+00
64	yuanyuan	thdmtool_only	m3_s4	numeric_boundary	0.0	random_20260830_180625.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_yuanyuan/classified/thdmtool_only_2.csv	6627	3.063040000000000e+02	4.982540000000000e+02	5.033550000000000e+02	6.614520000000000e+03	9.983050000000000e-01	1.392260000000000e+01
65	yuanyuan	both	m3_s4	numeric_boundary	1.21271756978204e-15	typeI_mH220-500/random_20260825_015240.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_yuanyuan/classified/both_1.csv	11105	2.427500000000000e+02	4.931410000000000e+02	2.403210000000000e+02	7.544940000000000e+03	9.918960000000000e-01	6.685570000000000e+00
66	yuanyuan	both	m3_s4	numeric_boundary	3.224167774813937e-07	typeI_mH220-500/random_20260830_180625.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_yuanyuan/classified/both_1.csv	11868	2.398010000000000e+02	5.550960000000000e+02	2.408890000000000e+02	8.670309999999999e+03	9.986460000000000e-01	4.235740000000000e+00
67	office	thdmtool_only	m3_s5	numeric_boundary	0.0	random_20260829_222735.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_office/classified/thdmtool_only_3.csv	11751	2.361986659758660e+02	2.866668855410560e+02	2.864819888426700e+02	6.105748264899825e+03	9.992774267951379e-01	7.794423032724501e+00
68	office	thdmtool_only	m3_s5	numeric_boundary	0.0	random_20260829_222735.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_office/classified/thdmtool_only_3.csv	13042	2.616851095058256e+02	5.465784247404692e+02	5.483565153700622e+02	6.807377811374610e+03	9.996884239358317e-01	9.619545987008413e+00
69	office	thdmtool_only	m3_s5	numeric_boundary	0.0	random_20260830_121226.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_office/classified/thdmtool_only_3.csv	13782	2.245480000000000e+02	4.663780000000000e+02	4.704790000000000e+02	6.182750000000000e+03	9.998480000000000e-01	6.553150000000000e+00
70	qiushi	thdmtool_only	m3_s5	numeric_boundary	0.0	random_20260828_001210.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_qiushi/classified/thdmtool_only_1.csv	13956	4.963750000000000e+02	5.366190000000000e+02	4.872050000000000e+02	1.364980000000000e+04	9.991730000000000e-01	1.797050000000000e+01
71	qiushi	thdmtool_only	m3_s5	numeric_boundary	0.0	random_20260902_194953.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_qiushi/classified/thdmtool_only_2.csv	3908	3.357090000000000e+02	5.512970000000000e+02	3.432830000000000e+02	1.156950000000000e+04	9.999000000000000e-01	9.221510000000000e+00
72	qiushi	both	m3_s5	numeric_boundary	9.952142432563518e-12	typeI_mH220-500/random_20260828_001210.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_qiushi/classified/both_1.csv	10108	2.278620000000000e+02	4.705750000000000e+02	4.578320000000000e+02	4.300610000000000e+03	9.996440000000000e-01	1.150030000000000e+01
73	yuanyuan	thdmtool_only	m3_s5	numeric_boundary	0.0	random_20260825_015240.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_yuanyuan/classified/thdmtool_only_2.csv	5940	3.541570000000000e+02	4.842180000000000e+02	3.417760000000000e+02	7.071950000000000e+03	9.995600000000000e-01	1.757010000000000e+01
74	yuanyuan	thdmtool_only	m3_s5	numeric_boundary	0.0	random_20260825_015240.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_yuanyuan/classified/thdmtool_only_2.csv	6007	2.942790000000000e+02	5.535710000000000e+02	2.792650000000000e+02	1.110820000000000e+04	9.994530000000000e-01	7.023040000000000e+00
75	yuanyuan	both	m3_s5	numeric_boundary	9.559297732031965e-11	typeI_mH220-500/random_20260825_015240.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_yuanyuan/classified/both_1.csv	9882	2.430580000000000e+02	5.308819999999999e+02	2.463130000000000e+02	6.215310000000000e+03	9.999270000000000e-01	8.646710000000001e+00
76	office	both	m1_s0	resolved_signal	2.263994018656447	random_20260820_005445.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_office/classified/both_6.csv	6860	9.552790000000000e+01	3.567570000000000e+02	3.503010000000000e+02	7.706530000000000e+02	4.459270000000000e-02	8.684400000000000e+00
77	office	both	m1_s0	resolved_signal	15.76361072560817	typeI_mH62-125/random_20260831_095833.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_office/classified/both_8.csv	6892	8.873914848302647e+01	3.228452215628730e+02	3.242234285249193e+02	5.352011334613231e+02	1.652618297714159e-02	1.044073486288640e+01
78	qiushi	both	m1_s0	resolved_signal	1.622434489270585	typeI_mH62-125/random_20260816_071725.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_qiushi/classified/both.csv	1584	7.586360000000001e+01	3.004340000000000e+02	3.007170000000000e+02	4.947260000000000e+02	8.781360000000000e-04	7.178350000000000e+00
79	qiushi	both	m1_s0	resolved_signal	1.749083821941288	typeI_mH62-125/random_20260816_190708.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_qiushi/classified/both.csv	5340	8.978080000000000e+01	3.406360000000000e+02	3.501250000000000e+02	5.082390000000000e+02	4.860930000000000e-02	1.094900000000000e+01
80	qiushi	both	m1_s0	resolved_signal	5.46670606425021	typeI_mH62-125/random_20260831_005538.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_qiushi/classified/both_2.csv	1029	8.121250000000001e+01	2.805630000000000e+02	2.810760000000000e+02	3.419320000000000e+02	5.324410000000000e-04	1.331080000000000e+01
81	yuanyuan	both	m1_s0	resolved_signal	67.7783102849956	typeI_mH62-125/random_20260831_090924.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_yuanyuan/classified/both_2.csv	3068	9.990340000000000e+01	4.362080000000000e+02	4.267010000000000e+02	8.529360000000000e+02	3.744060000000000e-02	7.053800000000000e+00
82	yuanyuan	both	m1_s0	resolved_signal	145.3214273839078	typeI_mH62-125/random_20260831_090924.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_yuanyuan/classified/both_2.csv	3903	1.035710000000000e+02	4.270120000000000e+02	4.291930000000000e+02	1.246200000000000e+03	3.912450000000000e-02	5.514520000000000e+00
83	yuanyuan	both	m1_s0	resolved_signal	2.309604114205021	typeI_mH62-125/random_20260901_123420.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_yuanyuan/classified/both_2.csv	7210	8.233060000000000e+01	4.039690000000000e+02	3.993330000000000e+02	3.252810000000000e+02	3.652220000000000e-02	1.108050000000000e+01
84	office	both	m1_s1	resolved_signal	1.415863460805451	typeI_mH62-125/random_20260831_095833.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_office/classified/both_8.csv	11093	1.006837605906030e+02	3.573922696538440e+02	3.637117020971032e+02	7.801450029133505e+02	8.724923117180766e-02	1.004695129099604e+01
85	office	both	m1_s1	resolved_signal	1.864395599313181	typeI_mH62-125/random_20260901_123251.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_office/classified/both_10.csv	463	9.029869593050017e+01	4.369145460154839e+02	4.450826902762034e+02	6.975094357395171e+02	1.961511072253982e-01	6.339384901289269e+00
86	office	both	m1_s1	resolved_signal	1.073079042368043	typeI_mH62-125/random_20260901_123251.md	/home/yancy/Software/Bin/MathRelated/MultiNest/data_office/classified/both_9.csv	6991	1.094577839432097e+02	2.493420800196095e+02	2.380929519014015e+02	6.500117484659488e+02	1.202009561215202e-01	1.706544827347408e+01
