yuktype	L1	L2	L3	L4	L5	m12sq	tbeta
1	5.305189368408390e+00	2.574087021306447e-01	2.920551912500173e+00	-1.189238029345575e+00	-1.462790755897230e+00	9.649050000000000e+02	1.316880000000000e+01
1	1.980983022638873e+00	2.494524442570703e-01	3.394330621260582e+00	-1.404887527113182e+00	-1.630130217971798e+00	4.423930000000000e+02	6.452910000000000e+00
1	4.917355866847473e+00	2.564096362776013e-01	3.008091223341225e+00	-1.351424423100736e+00	-1.345582137424221e+00	8.835230000000000e+02	1.279860000000000e+01
1	4.761799084877051e+00	2.573536201796401e-01	2.991238340269602e+00	-1.298243667370024e+00	-1.418153846496206e+00	9.651020000000000e+02	1.321660000000000e+01
1	1.479839045969645e+00	2.501618550631720e-01	3.149630001131715e+00	-1.444905872055004e+00	-1.387742615660000e+00	3.751750000000000e+02	5.245670000000000e+00
1	1.743675572311012e+00	2.446628105950082e-01	2.965260411131018e+00	-1.266949427490478e+00	-1.304352588307452e+00	4.029930000000000e+02	6.017890000000000e+00
1	5.072964945809662e+00	2.583217822589586e-01	2.801591575708553e+00	-1.281692128586357e+00	-1.291825367002643e+00	1.129480000000000e+03	1.146700000000000e+01
1	2.567479715990838e+00	2.455808436561610e-01	3.275016311696972e+00	-1.285989966579300e+00	-1.557533876784866e+00	3.261550000000000e+02	7.241280000000000e+00
1	2.977951064919581e+00	2.440687853115449e-01	3.216088413165910e+00	-1.355136624850197e+00	-1.405849187907900e+00	2.513680000000000e+02	7.446490000000000e+00
1	3.382851788094391e+00	2.453354109166093e-01	4.031421890112946e+00	-1.880406976749062e+00	-1.772412383748864e+00	2.809380000000000e+02	6.564490000000000e+00
1	2.333134397656525e+00	2.520895649691186e-01	3.330010902001487e+00	-1.621170130803881e+00	-1.383989804807450e+00	4.217460000000000e+02	6.556580000000000e+00
1	4.618803708755793e+00	2.571272284028148e-01	3.116221615248296e+00	-1.432933406976978e+00	-1.399731036661690e+00	9.538120000000000e+02	1.251680000000000e+01
1	7.718319240745391e+00	2.376301299119839e-01	8.166589478930020e-01	-3.834993759457713e-01	6.280028103642372e-01	1.140018083934636e+04	7.078406013815620e+00
1	5.814689399731791e+00	2.572084221258722e-01	2.886485107479928e+00	-1.212260628247651e+00	-1.449155204796674e+00	4.333118284799024e+03	6.350419101999382e+00
